,title,release_year,runtime,genre,rating,metascore,gross(M)
588,The Red Circle,1970,140,Crime,7.9,92,0.37
588,The Red Circle,1970,140,Drama,7.9,92,0.37
588,The Red Circle,1970,140,Thriller,7.9,92,0.37
589,Dev.D,2009,144,Comedy,7.9,0,0.01
589,Dev.D,2009,144,Drama,7.9,0,0.01
589,Dev.D,2009,144,Romance,7.9,0,0.01
590,The Rules of the Game,1939,110,Comedy,7.9,99,0.0
590,The Rules of the Game,1939,110,Drama,7.9,99,0.0
591,No Man's Land,2001,98,Comedy,7.9,84,1.06
591,No Man's Land,2001,98,Drama,7.9,84,1.06
591,No Man's Land,2001,98,War,7.9,84,1.06
592,The Return,2003,110,Drama,7.9,82,0.5
593,Through a Glass Darkly,1961,90,Drama,7.9,84,0.0
594,Pad Man,2018,140,Comedy,7.9,0,1.66
594,Pad Man,2018,140,Drama,7.9,0,1.66
595,Badhaai Ho,2018,124,Comedy,7.9,0,0.0
595,Badhaai Ho,2018,124,Drama,7.9,0,0.0
596,Baby,2015,159,Action,7.9,0,0.0
596,Baby,2015,159,Crime,7.9,0,0.0
596,Baby,2015,159,Thriller,7.9,0,0.0
597,Airlift,2016,130,Action,7.9,0,0.0
597,Airlift,2016,130,Drama,7.9,0,0.0
597,Airlift,2016,130,History,7.9,0,0.0
598,The Batman,2022,176,Action,7.8,72,369.35
598,The Batman,2022,176,Crime,7.8,72,369.35
598,The Batman,2022,176,Drama,7.8,72,369.35
599,Everything Everywhere All at Once,2022,139,Action,7.8,81,72.86
599,Everything Everywhere All at Once,2022,139,Adventure,7.8,81,72.86
599,Everything Everywhere All at Once,2022,139,Comedy,7.8,81,72.86
600,A Bronx Tale,1993,121,Crime,7.8,80,17.27
600,A Bronx Tale,1993,121,Drama,7.8,80,17.27
601,The Breakfast Club,1985,97,Comedy,7.8,66,45.88
601,The Breakfast Club,1985,97,Drama,7.8,66,45.88
602,Tombstone,1993,130,Biography,7.8,50,56.51
602,Tombstone,1993,130,Drama,7.8,50,56.51
602,Tombstone,1993,130,History,7.8,50,56.51
603,Moonrise Kingdom,2012,94,Comedy,7.8,84,45.51
603,Moonrise Kingdom,2012,94,Drama,7.8,84,45.51
603,Moonrise Kingdom,2012,94,Family,7.8,84,45.51
604,The Big Short,2015,130,Biography,7.8,81,70.26
604,The Big Short,2015,130,Comedy,7.8,81,70.26
604,The Big Short,2015,130,Drama,7.8,81,70.26
605,The Gentlemen,2019,113,Action,7.8,51,36.47
605,The Gentlemen,2019,113,Comedy,7.8,51,36.47
605,The Gentlemen,2019,113,Crime,7.8,51,36.47
606,Drive,2011,100,Action,7.8,78,35.06
606,Drive,2011,100,Drama,7.8,78,35.06
607,Hot Fuzz,2007,121,Action,7.8,81,23.64
607,Hot Fuzz,2007,121,Comedy,7.8,81,23.64
607,Hot Fuzz,2007,121,Mystery,7.8,81,23.64
608,Call Me by Your Name,2017,132,Drama,7.8,94,18.1
608,Call Me by Your Name,2017,132,Romance,7.8,94,18.1
609,The Notebook,2004,123,Drama,7.8,53,81.0
609,The Notebook,2004,123,Romance,7.8,53,81.0
610,Get Out,2017,104,Horror,7.8,85,176.04
610,Get Out,2017,104,Mystery,7.8,85,176.04
610,Get Out,2017,104,Thriller,7.8,85,176.04
611,All Quiet on the Western Front,2022,148,Action,7.8,76,0.0
611,All Quiet on the Western Front,2022,148,Drama,7.8,76,0.0
611,All Quiet on the Western Front,2022,148,War,7.8,76,0.0
612,Dunkirk,2017,106,Action,7.8,94,188.37
612,Dunkirk,2017,106,Drama,7.8,94,188.37
612,Dunkirk,2017,106,History,7.8,94,188.37
613,Pride & Prejudice,2005,129,Drama,7.8,82,38.41
613,Pride & Prejudice,2005,129,Romance,7.8,82,38.41
614,The Hateful Eight,2015,168,Crime,7.8,68,54.12
614,The Hateful Eight,2015,168,Drama,7.8,68,54.12
614,The Hateful Eight,2015,168,Mystery,7.8,68,54.12
615,RRR,2022,187,Action,7.8,83,14.5
615,RRR,2022,187,Drama,7.8,83,14.5
616,Ghostbusters,1984,105,Action,7.8,71,238.63
616,Ghostbusters,1984,105,Comedy,7.8,71,238.63
616,Ghostbusters,1984,105,Fantasy,7.8,71,238.63
617,Hidden Figures,2016,127,Biography,7.8,74,169.61
617,Hidden Figures,2016,127,Drama,7.8,74,169.61
617,Hidden Figures,2016,127,History,7.8,74,169.61
618,About Time,2013,123,Comedy,7.8,55,15.32
618,About Time,2013,123,Drama,7.8,55,15.32
618,About Time,2013,123,Fantasy,7.8,55,15.32
619,Predator,1987,107,Action,7.8,47,59.74
619,Predator,1987,107,Adventure,7.8,47,59.74
619,Predator,1987,107,Horror,7.8,47,59.74
620,The Irishman,2019,209,Biography,7.8,94,7.0
620,The Irishman,2019,209,Crime,7.8,94,7.0
620,The Irishman,2019,209,Drama,7.8,94,7.0
621,The Social Network,2010,120,Biography,7.8,95,96.96
621,The Social Network,2010,120,Drama,7.8,95,96.96
622,Little Women,2019,135,Drama,7.8,91,108.1
622,Little Women,2019,135,Romance,7.8,91,108.1
623,Ferris Bueller's Day Off,1986,103,Comedy,7.8,61,70.14
624,Rogue One: A Star Wars Story,2016,133,Action,7.8,65,532.18
624,Rogue One: A Star Wars Story,2016,133,Adventure,7.8,65,532.18
624,Rogue One: A Star Wars Story,2016,133,Sci-Fi,7.8,65,532.18
625,The Curious Case of Benjamin Button,2008,166,Drama,7.8,70,127.51
625,The Curious Case of Benjamin Button,2008,166,Fantasy,7.8,70,127.51
625,The Curious Case of Benjamin Button,2008,166,Romance,7.8,70,127.51
626,Isle of Dogs,2018,101,Animation,7.8,82,32.02
626,Isle of Dogs,2018,101,Adventure,7.8,82,32.02
626,Isle of Dogs,2018,101,Comedy,7.8,82,32.02
627,Apocalypto,2006,139,Action,7.8,68,50.87
627,Apocalypto,2006,139,Adventure,7.8,68,50.87
627,Apocalypto,2006,139,Drama,7.8,68,50.87
628,Atonement,2007,123,Drama,7.8,85,50.93
628,Atonement,2007,123,Mystery,7.8,85,50.93
628,Atonement,2007,123,Romance,7.8,85,50.93
629,The Sandlot,1993,101,Comedy,7.8,55,32.42
629,The Sandlot,1993,101,Drama,7.8,55,32.42
629,The Sandlot,1993,101,Family,7.8,55,32.42
630,The Hobbit: An Unexpected Journey,2012,169,Adventure,7.8,58,303.0
630,The Hobbit: An Unexpected Journey,2012,169,Fantasy,7.8,58,303.0
631,American Gangster,2007,157,Biography,7.8,76,130.16
631,American Gangster,2007,157,Crime,7.8,76,130.16
631,American Gangster,2007,157,Drama,7.8,76,130.16
632,Nightcrawler,2014,117,Crime,7.8,76,32.38
632,Nightcrawler,2014,117,Drama,7.8,76,32.38
632,Nightcrawler,2014,117,Thriller,7.8,76,32.38
633,The Last Samurai,2003,154,Action,7.8,55,111.11
633,The Last Samurai,2003,154,Drama,7.8,55,111.11
634,Captain America: Civil War,2016,147,Action,7.8,75,408.08
634,Captain America: Civil War,2016,147,Sci-Fi,7.8,75,408.08
635,The Girl with the Dragon Tattoo,2011,158,Crime,7.8,71,102.52
635,The Girl with the Dragon Tattoo,2011,158,Drama,7.8,71,102.52
635,The Girl with the Dragon Tattoo,2011,158,Mystery,7.8,71,102.52
636,Star Wars: Episode VII - The Force Awakens,2015,138,Action,7.8,80,936.66
636,Star Wars: Episode VII - The Force Awakens,2015,138,Adventure,7.8,80,936.66
636,Star Wars: Episode VII - The Force Awakens,2015,138,Sci-Fi,7.8,80,936.66
637,Little Miss Sunshine,2006,101,Comedy,7.8,80,59.89
637,Little Miss Sunshine,2006,101,Drama,7.8,80,59.89
638,Back to the Future Part II,1989,108,Adventure,7.8,57,118.5
638,Back to the Future Part II,1989,108,Comedy,7.8,57,118.5
638,Back to the Future Part II,1989,108,Sci-Fi,7.8,57,118.5
639,The Worst Person in the World,2021,128,Comedy,7.8,90,0.0
639,The Worst Person in the World,2021,128,Drama,7.8,90,0.0
639,The Worst Person in the World,2021,128,Romance,7.8,90,0.0
640,Captain Fantastic,2016,118,Comedy,7.8,72,5.88
640,Captain Fantastic,2016,118,Drama,7.8,72,5.88
641,Thirteen Lives,2022,147,Action,7.8,66,0.0
641,Thirteen Lives,2022,147,Adventure,7.8,66,0.0
641,Thirteen Lives,2022,147,Biography,7.8,66,0.0
642,Captain America: The Winter Soldier,2014,136,Action,7.8,70,259.77
642,Captain America: The Winter Soldier,2014,136,Adventure,7.8,70,259.77
642,Captain America: The Winter Soldier,2014,136,Sci-Fi,7.8,70,259.77
643,Captain Phillips,2013,134,Action,7.8,82,107.1
643,Captain Phillips,2013,134,Biography,7.8,82,107.1
643,Captain Phillips,2013,134,Crime,7.8,82,107.1
644,Remember the Titans,2000,113,Biography,7.8,48,115.65
644,Remember the Titans,2000,113,Drama,7.8,48,115.65
644,Remember the Titans,2000,113,Sport,7.8,48,115.65
645,Willy Wonka & the Chocolate Factory,1971,100,Family,7.8,67,4.0
645,Willy Wonka & the Chocolate Factory,1971,100,Fantasy,7.8,67,4.0
645,Willy Wonka & the Chocolate Factory,1971,100,Musical,7.8,67,4.0
646,Manchester by the Sea,2016,137,Drama,7.8,96,47.7
647,The Untouchables,1987,119,Crime,7.8,79,76.27
647,The Untouchables,1987,119,Drama,7.8,79,76.27
647,The Untouchables,1987,119,Thriller,7.8,79,76.27
648,Skyfall,2012,143,Action,7.8,81,304.36
648,Skyfall,2012,143,Adventure,7.8,81,304.36
648,Skyfall,2012,143,Thriller,7.8,81,304.36
649,Taken,2008,90,Action,7.8,51,145.0
649,Taken,2008,90,Crime,7.8,51,145.0
649,Taken,2008,90,Thriller,7.8,51,145.0
650,Cast Away,2000,143,Adventure,7.8,73,233.63
650,Cast Away,2000,143,Drama,7.8,73,233.63
650,Cast Away,2000,143,Romance,7.8,73,233.63
651,The Fugitive,1993,130,Action,7.8,87,183.88
651,The Fugitive,1993,130,Crime,7.8,87,183.88
651,The Fugitive,1993,130,Drama,7.8,87,183.88
652,The Hobbit: The Desolation of Smaug,2013,161,Fantasy,7.8,66,258.37
653,I Saw the Devil,2010,144,Action,7.8,67,0.13
653,I Saw the Devil,2010,144,Crime,7.8,67,0.13
653,I Saw the Devil,2010,144,Thriller,7.8,67,0.13
654,Big Hero 6,2014,102,Animation,7.8,74,222.53
654,Big Hero 6,2014,102,Action,7.8,74,222.53
654,Big Hero 6,2014,102,Adventure,7.8,74,222.53
655,Boyz n the Hood,1991,112,Crime,7.8,76,57.5
655,Boyz n the Hood,1991,112,Drama,7.8,76,57.5
656,Misery,1990,107,Drama,7.8,75,61.28
656,Misery,1990,107,Thriller,7.8,75,61.28
657,Midnight Cowboy,1969,113,Drama,7.8,79,44.79
658,Mary Poppins,1964,139,Comedy,7.8,88,102.27
658,Mary Poppins,1964,139,Family,7.8,88,102.27
658,Mary Poppins,1964,139,Fantasy,7.8,88,102.27
659,The Holy Mountain,1973,114,Adventure,7.8,76,0.06
659,The Holy Mountain,1973,114,Drama,7.8,76,0.06
659,The Holy Mountain,1973,114,Fantasy,7.8,76,0.06
660,Gattaca,1997,106,Drama,7.8,64,12.34
660,Gattaca,1997,106,Sci-Fi,7.8,64,12.34
660,Gattaca,1997,106,Thriller,7.8,64,12.34
661,Glory,1989,122,Biography,7.8,78,26.83
661,Glory,1989,122,Drama,7.8,78,26.83
661,Glory,1989,122,History,7.8,78,26.83
662,Moon,2009,97,Drama,7.8,67,5.01
662,Moon,2009,97,Mystery,7.8,67,5.01
662,Moon,2009,97,Sci-Fi,7.8,67,5.01
663,The Right Stuff,1983,193,Adventure,7.8,91,21.5
663,The Right Stuff,1983,193,Biography,7.8,91,21.5
663,The Right Stuff,1983,193,Drama,7.8,91,21.5
664,Serenity,2005,119,Action,7.8,74,25.51
664,Serenity,2005,119,Adventure,7.8,74,25.51
664,Serenity,2005,119,Sci-Fi,7.8,74,25.51
665,Walk the Line,2005,136,Biography,7.8,72,119.52
665,Walk the Line,2005,136,Drama,7.8,72,119.52
665,Walk the Line,2005,136,Music,7.8,72,119.52
666,Awakenings,1990,121,Biography,7.8,74,52.1
666,Awakenings,1990,121,Drama,7.8,74,52.1
667,Pride,2014,119,Biography,7.8,79,0.0
667,Pride,2014,119,Comedy,7.8,79,0.0
667,Pride,2014,119,Drama,7.8,79,0.0
668,The Fall,2006,117,Adventure,7.8,64,2.28
668,The Fall,2006,117,Drama,7.8,64,2.28
668,The Fall,2006,117,Fantasy,7.8,64,2.28
669,Straight Outta Compton,2015,147,Biography,7.8,72,161.2
669,Straight Outta Compton,2015,147,Drama,7.8,72,161.2
669,Straight Outta Compton,2015,147,History,7.8,72,161.2
670,The Fighter,2010,116,Action,7.8,79,93.62
670,The Fighter,2010,116,Biography,7.8,79,93.62
670,The Fighter,2010,116,Drama,7.8,79,93.62
671,The Outlaw Josey Wales,1976,135,Western,7.8,69,31.8
672,Mississippi Burning,1988,128,Crime,7.8,65,34.6
672,Mississippi Burning,1988,128,Drama,7.8,65,34.6
672,Mississippi Burning,1988,128,Mystery,7.8,65,34.6
673,Kiki's Delivery Service,1989,103,Animation,7.8,85,0.0
673,Kiki's Delivery Service,1989,103,Family,7.8,85,0.0
673,Kiki's Delivery Service,1989,103,Fantasy,7.8,85,0.0
674,All That Jazz,1979,123,Drama,7.8,72,37.82
674,All That Jazz,1979,123,Music,7.8,72,37.82
674,All That Jazz,1979,123,Musical,7.8,72,37.82
675,Paddington 2,2017,103,Adventure,7.8,88,40.44
675,Paddington 2,2017,103,Comedy,7.8,88,40.44
675,Paddington 2,2017,103,Family,7.8,88,40.44
676,How to Train Your Dragon 2,2014,102,Animation,7.8,77,177.0
676,How to Train Your Dragon 2,2014,102,Action,7.8,77,177.0
676,How to Train Your Dragon 2,2014,102,Adventure,7.8,77,177.0
677,The Girl with the Dragon Tattoo,2009,152,Crime,7.8,76,10.1
677,The Girl with the Dragon Tattoo,2009,152,Drama,7.8,76,10.1
677,The Girl with the Dragon Tattoo,2009,152,Mystery,7.8,76,10.1
678,The King of Comedy,1982,109,Comedy,7.8,73,2.5
678,The King of Comedy,1982,109,Crime,7.8,73,2.5
678,The King of Comedy,1982,109,Drama,7.8,73,2.5
679,Red River,1948,133,Drama,7.8,96,0.0
679,Red River,1948,133,Western,7.8,96,0.0
680,The Day the Earth Stood Still,1951,92,Drama,7.8,83,0.0
680,The Day the Earth Stood Still,1951,92,Sci-Fi,7.8,83,0.0
681,The Insider,1999,157,Biography,7.8,84,28.97
681,The Insider,1999,157,Drama,7.8,84,28.97
681,The Insider,1999,157,Thriller,7.8,84,28.97
682,Dawn of the Dead,1978,127,Horror,7.8,71,5.1
682,Dawn of the Dead,1978,127,Thriller,7.8,71,5.1
683,Guess Who's Coming to Dinner,1967,108,Comedy,7.8,63,56.7
683,Guess Who's Coming to Dinner,1967,108,Drama,7.8,63,56.7
684,The Remains of the Day,1993,134,Drama,7.8,86,22.95
684,The Remains of the Day,1993,134,Romance,7.8,86,22.95
685,Changeling,2008,141,Biography,7.8,63,35.74
685,Changeling,2008,141,Crime,7.8,63,35.74
685,Changeling,2008,141,Drama,7.8,63,35.74
686,Hunt for the Wilderpeople,2016,101,Adventure,7.8,81,5.2
686,Hunt for the Wilderpeople,2016,101,Comedy,7.8,81,5.2
686,Hunt for the Wilderpeople,2016,101,Drama,7.8,81,5.2
687,Ed Wood,1994,127,Biography,7.8,70,5.89
687,Ed Wood,1994,127,Comedy,7.8,70,5.89
687,Ed Wood,1994,127,Drama,7.8,70,5.89
688,The Conversation,1974,113,Drama,7.8,87,4.42
688,The Conversation,1974,113,Mystery,7.8,87,4.42
688,The Conversation,1974,113,Thriller,7.8,87,4.42
689,My Fair Lady,1964,170,Drama,7.8,95,72.0
689,My Fair Lady,1964,170,Family,7.8,95,72.0
689,My Fair Lady,1964,170,Musical,7.8,95,72.0
690,Kramer vs. Kramer,1979,105,Drama,7.8,77,106.26
691,The Best Offer,2013,131,Crime,7.8,49,0.09
691,The Best Offer,2013,131,Drama,7.8,49,0.09
691,The Best Offer,2013,131,Mystery,7.8,49,0.09
692,Night of the Living Dead,1968,96,Horror,7.8,89,0.09
692,Night of the Living Dead,1968,96,Thriller,7.8,89,0.09
693,Cabaret,1972,124,Drama,7.8,80,42.77
693,Cabaret,1972,124,Music,7.8,80,42.77
693,Cabaret,1972,124,Musical,7.8,80,42.77
694,Days of Heaven,1978,94,Drama,7.8,93,0.0
694,Days of Heaven,1978,94,Romance,7.8,93,0.0
695,The Killing Fields,1984,141,Biography,7.8,76,34.7
695,The Killing Fields,1984,141,Drama,7.8,76,34.7
695,The Killing Fields,1984,141,History,7.8,76,34.7
696,October Sky,1999,108,Biography,7.8,71,32.48
696,October Sky,1999,108,Drama,7.8,71,32.48
696,October Sky,1999,108,Family,7.8,71,32.48
697,My Left Foot,1989,103,Biography,7.8,97,14.74
697,My Left Foot,1989,103,Drama,7.8,97,14.74
698,Once,2007,86,Drama,7.8,90,9.44
698,Once,2007,86,Music,7.8,90,9.44
698,Once,2007,86,Romance,7.8,90,9.44
699,All About My Mother,1999,101,Comedy,7.8,87,8.26
699,All About My Mother,1999,101,Drama,7.8,87,8.26
699,All About My Mother,1999,101,Romance,7.8,87,8.26
700,"Aguirre, the Wrath of God",1972,95,Action,7.8,0,0.0
700,"Aguirre, the Wrath of God",1972,95,Adventure,7.8,0,0.0
700,"Aguirre, the Wrath of God",1972,95,Biography,7.8,0,0.0
701,Mother,2009,129,Crime,7.8,79,0.55
701,Mother,2009,129,Drama,7.8,79,0.55
701,Mother,2009,129,Mystery,7.8,79,0.55
702,Letters from Iwo Jima,2006,141,Action,7.8,89,13.76
702,Letters from Iwo Jima,2006,141,Adventure,7.8,89,13.76
702,Letters from Iwo Jima,2006,141,Drama,7.8,89,13.76
703,Whisper of the Heart,1995,111,Animation,7.8,75,0.0
703,Whisper of the Heart,1995,111,Drama,7.8,75,0.0
703,Whisper of the Heart,1995,111,Family,7.8,75,0.0
704,The Day of the Jackal,1973,143,Crime,7.8,80,16.06
704,The Day of the Jackal,1973,143,Drama,7.8,80,16.06
704,The Day of the Jackal,1973,143,Thriller,7.8,80,16.06
705,Frankenstein,1931,70,Drama,7.8,91,0.0
705,Frankenstein,1931,70,Horror,7.8,91,0.0
705,Frankenstein,1931,70,Sci-Fi,7.8,91,0.0
706,Bringing Up Baby,1938,102,Comedy,7.8,91,0.0
707,The Chaser,2008,125,Action,7.8,64,0.0
707,The Chaser,2008,125,Crime,7.8,64,0.0
707,The Chaser,2008,125,Drama,7.8,64,0.0
708,Freaks,1932,64,Drama,7.8,80,0.63
708,Freaks,1932,64,Horror,7.8,80,0.63
709,Gaslight,1944,114,Crime,7.8,78,0.0
709,Gaslight,1944,114,Drama,7.8,78,0.0
709,Gaslight,1944,114,Mystery,7.8,78,0.0
710,East of Eden,1955,118,Drama,7.8,72,0.0
711,Manhattan,1979,96,Comedy,7.8,83,45.7
711,Manhattan,1979,96,Drama,7.8,83,45.7
711,Manhattan,1979,96,Romance,7.8,83,45.7
712,Breaking the Waves,1996,159,Drama,7.8,81,4.04
713,To Have and Have Not,1944,100,Adventure,7.8,90,0.0
713,To Have and Have Not,1944,100,Comedy,7.8,90,0.0
713,To Have and Have Not,1944,100,Film-Noir,7.8,90,0.0
714,Stagecoach,1939,96,Adventure,7.8,93,0.0
714,Stagecoach,1939,96,Drama,7.8,93,0.0
714,Stagecoach,1939,96,Western,7.8,93,0.0
715,Ninja Scroll,1993,94,Animation,7.8,0,0.0
715,Ninja Scroll,1993,94,Action,7.8,0,0.0
715,Ninja Scroll,1993,94,Adventure,7.8,0,0.0
716,Batman: Mask of the Phantasm,1993,76,Animation,7.8,65,5.62
716,Batman: Mask of the Phantasm,1993,76,Action,7.8,65,5.62
716,Batman: Mask of the Phantasm,1993,76,Adventure,7.8,65,5.62
717,Lilya 4-Ever,2002,109,Crime,7.8,83,0.18
717,Lilya 4-Ever,2002,109,Drama,7.8,83,0.18
718,The Lunchbox,2013,104,Drama,7.8,76,4.23
718,The Lunchbox,2013,104,Romance,7.8,76,4.23
719,Loving Vincent,2017,94,Animation,7.8,62,6.74
719,Loving Vincent,2017,94,Drama,7.8,62,6.74
719,Loving Vincent,2017,94,Mystery,7.8,62,6.74
720,The World's Fastest Indian,2005,127,Biography,7.8,68,5.13
720,The World's Fastest Indian,2005,127,Drama,7.8,68,5.13
720,The World's Fastest Indian,2005,127,Sport,7.8,68,5.13
721,Land of Mine,2015,100,Drama,7.8,75,0.44
721,Land of Mine,2015,100,History,7.8,75,0.44
721,Land of Mine,2015,100,War,7.8,75,0.44
722,Shadow of a Doubt,1943,108,Film-Noir,7.8,94,0.0
722,Shadow of a Doubt,1943,108,Thriller,7.8,94,0.0
723,Hannah and Her Sisters,1986,107,Comedy,7.8,90,40.08
723,Hannah and Her Sisters,1986,107,Drama,7.8,90,40.08
724,The White Ribbon,2009,144,Drama,7.8,84,2.22
724,The White Ribbon,2009,144,Mystery,7.8,84,2.22
724,The White Ribbon,2009,144,Thriller,7.8,84,2.22
725,The Bride of Frankenstein,1935,75,Drama,7.8,95,4.36
725,The Bride of Frankenstein,1935,75,Horror,7.8,95,4.36
725,The Bride of Frankenstein,1935,75,Sci-Fi,7.8,95,4.36
726,A Prophet,2009,155,Crime,7.8,90,2.08
726,A Prophet,2009,155,Drama,7.8,90,2.08
727,"I, Daniel Blake",2016,100,Drama,7.8,78,0.26
728,The Umbrellas of Cherbourg,1964,91,Drama,7.8,86,0.03
728,The Umbrellas of Cherbourg,1964,91,Musical,7.8,86,0.03
728,The Umbrellas of Cherbourg,1964,91,Romance,7.8,86,0.03
729,His Girl Friday,1940,92,Comedy,7.8,0,0.3
729,His Girl Friday,1940,92,Drama,7.8,0,0.3
729,His Girl Friday,1940,92,Romance,7.8,0,0.3
730,The Man Who Would Be King,1975,129,Adventure,7.8,91,0.0
730,The Man Who Would Be King,1975,129,War,7.8,91,0.0
731,Cowboy Bebop: The Movie,2001,115,Animation,7.8,61,1.0
731,Cowboy Bebop: The Movie,2001,115,Action,7.8,61,1.0
731,Cowboy Bebop: The Movie,2001,115,Crime,7.8,61,1.0
732,The Postman,1994,108,Biography,7.8,81,21.85
732,The Postman,1994,108,Comedy,7.8,81,21.85
732,The Postman,1994,108,Drama,7.8,81,21.85
733,The Innocents,1961,100,Horror,7.8,88,2.62
734,The Killer,1989,111,Action,7.8,82,0.0
734,The Killer,1989,111,Crime,7.8,82,0.0
734,The Killer,1989,111,Drama,7.8,82,0.0
735,The Asphalt Jungle,1950,112,Crime,7.8,85,0.0
735,The Asphalt Jungle,1950,112,Drama,7.8,85,0.0
735,The Asphalt Jungle,1950,112,Film-Noir,7.8,85,0.0
736,Once Upon a Time in Anatolia,2011,157,Crime,7.8,82,0.14
736,Once Upon a Time in Anatolia,2011,157,Drama,7.8,82,0.14
736,Once Upon a Time in Anatolia,2011,157,Thriller,7.8,82,0.14
737,You Can't Take It with You,1938,126,Comedy,7.8,0,4.66
737,You Can't Take It with You,1938,126,Drama,7.8,0,4.66
737,You Can't Take It with You,1938,126,Romance,7.8,0,4.66
738,L'Avventura,1960,144,Drama,7.8,0,0.0
738,L'Avventura,1960,144,Mystery,7.8,0,0.0
738,L'Avventura,1960,144,Romance,7.8,0,0.0
739,Crimes and Misdemeanors,1989,104,Comedy,7.8,77,18.25
739,Crimes and Misdemeanors,1989,104,Drama,7.8,77,18.25
740,The Chorus,2004,97,Comedy,7.8,56,3.64
740,The Chorus,2004,97,Drama,7.8,56,3.64
740,The Chorus,2004,97,Music,7.8,56,3.64
741,"Like Father, Like Son",2013,121,Drama,7.8,73,0.28
742,Duck Soup,1933,69,Comedy,7.8,93,0.0
742,Duck Soup,1933,69,Musical,7.8,93,0.0
743,Vivre Sa Vie,1962,85,Drama,7.8,0,0.0
744,The Discreet Charm of the Bourgeoisie,1972,102,Comedy,7.8,93,0.2
745,Tokyo Godfathers,2003,92,Animation,7.8,74,0.13
745,Tokyo Godfathers,2003,92,Adventure,7.8,74,0.13
745,Tokyo Godfathers,2003,92,Comedy,7.8,74,0.13
746,Veer Zaara,2004,192,Drama,7.8,67,2.92
746,Veer Zaara,2004,192,Family,7.8,67,2.92
746,Veer Zaara,2004,192,Musical,7.8,67,2.92
747,Millennium Actress,2001,87,Animation,7.8,70,0.19
747,Millennium Actress,2001,87,Drama,7.8,70,0.19
747,Millennium Actress,2001,87,Fantasy,7.8,70,0.19
748,My Life as a Zucchini,2016,70,Animation,7.8,85,0.29
748,My Life as a Zucchini,2016,70,Comedy,7.8,85,0.29
748,My Life as a Zucchini,2016,70,Drama,7.8,85,0.29
749,A Night at the Opera,1935,96,Comedy,7.8,0,2.54
749,A Night at the Opera,1935,96,Music,7.8,0,2.54
749,A Night at the Opera,1935,96,Musical,7.8,0,2.54
750,English Vinglish,2012,134,Comedy,7.8,0,1.67
750,English Vinglish,2012,134,Drama,7.8,0,1.67
750,English Vinglish,2012,134,Family,7.8,0,1.67
751,Knockin' on Heaven's Door,1997,87,Action,7.8,0,0.0
751,Knockin' on Heaven's Door,1997,87,Crime,7.8,0,0.0
751,Knockin' on Heaven's Door,1997,87,Comedy,7.8,0,0.0
752,Hindi Medium,2017,132,Comedy,7.8,0,0.0
752,Hindi Medium,2017,132,Drama,7.8,0,0.0
753,Vicky Donor,2012,126,Comedy,7.8,0,0.17
753,Vicky Donor,2012,126,Romance,7.8,0,0.17
754,The Whale,2022,117,Drama,7.7,60,0.0
755,The Banshees of Inisherin,2022,114,Comedy,7.7,87,0.0
755,The Banshees of Inisherin,2022,114,Drama,7.7,87,0.0
756,Aftersun,2022,102,Drama,7.7,95,0.0
757,Mission: Impossible - Fallout,2018,147,Action,7.7,86,220.16
757,Mission: Impossible - Fallout,2018,147,Adventure,7.7,86,220.16
757,Mission: Impossible - Fallout,2018,147,Thriller,7.7,86,220.16
758,The Goonies,1985,114,Adventure,7.7,62,61.5
758,The Goonies,1985,114,Comedy,7.7,62,61.5
758,The Goonies,1985,114,Family,7.7,62,61.5
759,Kingsman: The Secret Service,2014,129,Action,7.7,60,128.26
759,Kingsman: The Secret Service,2014,129,Adventure,7.7,60,128.26
759,Kingsman: The Secret Service,2014,129,Comedy,7.7,60,128.26
760,The Hangover,2009,100,Comedy,7.7,73,277.32
761,Harry Potter and the Goblet of Fire,2005,157,Adventure,7.7,81,290.01
761,Harry Potter and the Goblet of Fire,2005,157,Family,7.7,81,290.01
761,Harry Potter and the Goblet of Fire,2005,157,Fantasy,7.7,81,290.01
762,The Magnificent Seven,1960,128,Action,7.7,74,4.91
762,The Magnificent Seven,1960,128,Adventure,7.7,74,4.91
762,The Magnificent Seven,1960,128,Drama,7.7,74,4.91
763,Blazing Saddles,1974,93,Comedy,7.7,73,119.5
763,Blazing Saddles,1974,93,Western,7.7,73,119.5
764,Black Hawk Down,2001,144,Action,7.7,74,108.64
764,Black Hawk Down,2001,144,Drama,7.7,74,108.64
764,Black Hawk Down,2001,144,History,7.7,74,108.64
765,Ocean's Eleven,2001,116,Crime,7.7,74,183.42
765,Ocean's Eleven,2001,116,Thriller,7.7,74,183.42
766,Silver Linings Playbook,2012,122,Comedy,7.7,81,132.09
766,Silver Linings Playbook,2012,122,Drama,7.7,81,132.09
766,Silver Linings Playbook,2012,122,Romance,7.7,81,132.09
767,Zodiac,2007,157,Crime,7.7,79,33.08
767,Zodiac,2007,157,Drama,7.7,79,33.08
767,Zodiac,2007,157,Mystery,7.7,79,33.08
768,Blue Is the Warmest Colour,2013,180,Drama,7.7,90,2.2
768,Blue Is the Warmest Colour,2013,180,Romance,7.7,90,2.2
769,Wind River,2017,107,Crime,7.7,73,33.8
769,Wind River,2017,107,Drama,7.7,73,33.8
769,Wind River,2017,107,Mystery,7.7,73,33.8
770,Lost in Translation,2003,102,Comedy,7.7,91,44.59
