,title,release_year,runtime,genre,rating,metascore,gross(M)
958,The Birds,1963,119,Mystery,7.6,90,11.4
959,The Thin Red Line,1998,170,Drama,7.6,78,36.4
959,The Thin Red Line,1998,170,History,7.6,78,36.4
959,The Thin Red Line,1998,170,War,7.6,78,36.4
960,Dark City,1998,100,Fantasy,7.6,66,14.38
960,Dark City,1998,100,Mystery,7.6,66,14.38
960,Dark City,1998,100,Sci-Fi,7.6,66,14.38
961,The Mitchells vs the Machines,2021,114,Animation,7.6,81,0.0
961,The Mitchells vs the Machines,2021,114,Adventure,7.6,81,0.0
961,The Mitchells vs the Machines,2021,114,Comedy,7.6,81,0.0
962,Eastern Promises,2007,100,Crime,7.6,83,17.11
962,Eastern Promises,2007,100,Drama,7.6,83,17.11
962,Eastern Promises,2007,100,Thriller,7.6,83,17.11
963,Searching,2018,102,Drama,7.6,71,26.02
963,Searching,2018,102,Mystery,7.6,71,26.02
963,Searching,2018,102,Thriller,7.6,71,26.02
964,Despicable Me,2010,95,Animation,7.6,72,251.51
964,Despicable Me,2010,95,Adventure,7.6,72,251.51
964,Despicable Me,2010,95,Comedy,7.6,72,251.51
965,The Fly,1986,96,Drama,7.6,79,40.46
965,The Fly,1986,96,Horror,7.6,79,40.46
965,The Fly,1986,96,Sci-Fi,7.6,79,40.46
966,The Road Warrior,1981,96,Action,7.6,77,12.47
966,The Road Warrior,1981,96,Adventure,7.6,77,12.47
966,The Road Warrior,1981,96,Sci-Fi,7.6,77,12.47
967,The Raid: Redemption,2011,101,Action,7.6,73,4.11
967,The Raid: Redemption,2011,101,Crime,7.6,73,4.11
967,The Raid: Redemption,2011,101,Thriller,7.6,73,4.11
968,Ponyo,2008,101,Animation,7.6,86,15.09
968,Ponyo,2008,101,Adventure,7.6,86,15.09
968,Ponyo,2008,101,Comedy,7.6,86,15.09
969,The Skin I Live In,2011,120,Drama,7.6,70,3.19
969,The Skin I Live In,2011,120,Horror,7.6,70,3.19
969,The Skin I Live In,2011,120,Mystery,7.6,70,3.19
970,The Jungle Book,1967,78,Animation,7.6,65,141.84
970,The Jungle Book,1967,78,Adventure,7.6,65,141.84
970,The Jungle Book,1967,78,Comedy,7.6,65,141.84
971,Lethal Weapon,1987,109,Action,7.6,68,65.21
971,Lethal Weapon,1987,109,Crime,7.6,68,65.21
971,Lethal Weapon,1987,109,Thriller,7.6,68,65.21
972,Enter the Dragon,1973,102,Action,7.6,83,25.0
972,Enter the Dragon,1973,102,Crime,7.6,83,25.0
972,Enter the Dragon,1973,102,Thriller,7.6,83,25.0
973,Gone Baby Gone,2007,114,Crime,7.6,72,20.3
973,Gone Baby Gone,2007,114,Drama,7.6,72,20.3
973,Gone Baby Gone,2007,114,Mystery,7.6,72,20.3
974,After Hours,1985,97,Comedy,7.6,90,10.6
974,After Hours,1985,97,Crime,7.6,90,10.6
974,After Hours,1985,97,Drama,7.6,90,10.6
975,Dawn of the Planet of the Apes,2014,130,Action,7.6,79,208.55
975,Dawn of the Planet of the Apes,2014,130,Adventure,7.6,79,208.55
975,Dawn of the Planet of the Apes,2014,130,Drama,7.6,79,208.55
976,End of Watch,2012,109,Action,7.6,68,41.0
976,End of Watch,2012,109,Adventure,7.6,68,41.0
976,End of Watch,2012,109,Crime,7.6,68,41.0
977,Match Point,2005,124,Drama,7.6,72,23.09
977,Match Point,2005,124,Romance,7.6,72,23.09
977,Match Point,2005,124,Thriller,7.6,72,23.09
978,Dark Waters,2019,126,Biography,7.6,73,0.0
978,Dark Waters,2019,126,Drama,7.6,73,0.0
978,Dark Waters,2019,126,History,7.6,73,0.0
979,Die Hard with a Vengeance,1995,128,Action,7.6,58,100.01
979,Die Hard with a Vengeance,1995,128,Adventure,7.6,58,100.01
979,Die Hard with a Vengeance,1995,128,Thriller,7.6,58,100.01
980,From Here to Eternity,1953,118,Drama,7.6,85,30.5
980,From Here to Eternity,1953,118,Romance,7.6,85,30.5
980,From Here to Eternity,1953,118,War,7.6,85,30.5
981,Snow White and the Seven Dwarfs,1937,83,Animation,7.6,96,184.93
981,Snow White and the Seven Dwarfs,1937,83,Adventure,7.6,96,184.93
981,Snow White and the Seven Dwarfs,1937,83,Family,7.6,96,184.93
982,I Am Sam,2001,132,Drama,7.6,28,40.31
983,The Bridges of Madison County,1995,135,Drama,7.6,69,71.52
983,The Bridges of Madison County,1995,135,Romance,7.6,69,71.52
984,Sabrina,1954,113,Comedy,7.6,72,0.0
984,Sabrina,1954,113,Drama,7.6,72,0.0
984,Sabrina,1954,113,Romance,7.6,72,0.0
985,Rebel Without a Cause,1955,111,Drama,7.6,89,0.0
986,The Naked Gun: From the Files of Police Squad!,1988,85,Comedy,7.6,76,78.76
986,The Naked Gun: From the Files of Police Squad!,1988,85,Crime,7.6,76,78.76
987,50/50,2011,100,Comedy,7.6,72,35.01
987,50/50,2011,100,Drama,7.6,72,35.01
987,50/50,2011,100,Romance,7.6,72,35.01
988,Barton Fink,1991,116,Comedy,7.6,69,6.15
988,Barton Fink,1991,116,Drama,7.6,69,6.15
988,Barton Fink,1991,116,Thriller,7.6,69,6.15
989,The Last King of Scotland,2006,123,Biography,7.6,74,17.61
989,The Last King of Scotland,2006,123,Drama,7.6,74,17.61
989,The Last King of Scotland,2006,123,History,7.6,74,17.61
990,21 Grams,2003,124,Crime,7.6,70,16.29
990,21 Grams,2003,124,Drama,7.6,70,16.29
990,21 Grams,2003,124,Thriller,7.6,70,16.29
991,United 93,2006,111,Action,7.6,90,31.57
991,United 93,2006,111,Drama,7.6,90,31.57
991,United 93,2006,111,History,7.6,90,31.57
992,25th Hour,2002,135,Drama,7.6,69,13.06
993,The Taking of Pelham One Two Three,1974,104,Action,7.6,68,2.49
993,The Taking of Pelham One Two Three,1974,104,Crime,7.6,68,2.49
993,The Taking of Pelham One Two Three,1974,104,Thriller,7.6,68,2.49
994,Shine,1996,105,Biography,7.6,87,35.81
994,Shine,1996,105,Drama,7.6,87,35.81
994,Shine,1996,105,Music,7.6,87,35.81
995,Philomena,2013,98,Biography,7.6,77,37.71
995,Philomena,2013,98,Comedy,7.6,77,37.71
995,Philomena,2013,98,Drama,7.6,77,37.71
996,Control,2007,122,Biography,7.6,78,0.87
996,Control,2007,122,Drama,7.6,78,0.87
996,Control,2007,122,Music,7.6,78,0.87
997,A Very Long Engagement,2004,133,Drama,7.6,76,6.17
997,A Very Long Engagement,2004,133,Mystery,7.6,76,6.17
997,A Very Long Engagement,2004,133,Romance,7.6,76,6.17
998,The Invisible Man,1933,71,Horror,7.6,87,0.0
998,The Invisible Man,1933,71,Sci-Fi,7.6,87,0.0
999,Cell 211,2009,113,Action,7.6,0,0.0
999,Cell 211,2009,113,Crime,7.6,0,0.0
999,Cell 211,2009,113,Drama,7.6,0,0.0
